Datetime,COMED_MW,Operational_Costs
2011-05-29,211580.0,21158000.0
2011-05-30,256715.0,25671500.0
2011-05-31,330795.0,33079500.0
2011-06-01,299546.0,29954600.0
2011-06-02,268906.0,26890600.0
2011-06-03,302951.0,30295100.0
2011-06-04,328350.0,32835000.0
2011-06-05,268096.0,26809600.0
2011-06-06,336720.0,33672000.0
2011-06-07,413182.0,41318200.0
2011-06-08,418592.0,41859200.0
2011-06-09,293028.0,29302800.0
2011-06-10,254984.0,25498400.0
2011-06-11,229199.0,22919900.0
2011-06-12,211972.0,21197200.0
2011-06-13,254026.0,25402600.0
2011-06-14,264019.0,26401900.0
2011-06-15,267122.0,26712200.0
2011-06-16,282970.0,28297000.0
2011-06-17,305691.0,30569100.0
2011-06-18,283597.0,28359700.0
2011-06-19,274541.0,27454100.0
2011-06-20,312301.0,31230100.0
2011-06-21,363007.0,36300700.0
2011-06-22,291668.0,29166800.0
2011-06-23,273559.0,27355900.0
2011-06-24,259357.0,25935700.0
2011-06-25,251601.0,25160100.0
2011-06-26,250422.0,25042200.0
2011-06-27,307401.0,30740100.0
2011-06-28,311312.0,31131200.0
2011-06-29,311770.0,31177000.0
2011-06-30,338230.0,33823000.0
2011-07-01,331999.0,33199900.0
2011-07-02,354956.0,35495600.0
2011-07-03,300080.0,30008000.0
2011-07-04,294926.0,29492600.0
2011-07-05,359715.0,35971500.0
2011-07-06,375146.0,37514600.0
2011-07-07,319319.0,31931900.0
2011-07-08,326953.0,32695300.0
2011-07-09,327079.0,32707900.0
2011-07-10,353909.0,35390900.0
2011-07-11,363324.0,36332400.0
2011-07-12,364775.0,36477500.0
2011-07-13,309628.0,30962800.0
2011-07-14,306803.0,30680300.0
2011-07-15,340425.0,34042500.0
2011-07-16,328334.0,32833400.0
2011-07-17,360816.0,36081600.0
2011-07-18,433456.0,43345600.0
2011-07-19,450290.0,45029000.0
2011-07-20,458653.0,45865300.0
2011-07-21,478087.0,47808700.0
2011-07-22,402894.0,40289400.0
2011-07-23,345441.0,34544100.0
2011-07-24,325210.0,32521000.0
2011-07-25,376174.0,37617400.0
2011-07-26,371233.0,37123300.0
2011-07-27,355818.0,35581800.0
2011-07-28,370549.0,37054900.0
2011-07-29,375588.0,37558800.0
2011-07-30,349058.0,34905800.0
2011-07-31,358590.0,35859000.0
2011-08-01,414991.0,41499100.0
2011-08-02,434003.0,43400300.0
2011-08-03,394116.0,39411600.0
2011-08-04,362197.0,36219700.0
2011-08-05,359937.0,35993700.0
2011-08-06,343040.0,34304000.0
2011-08-07,322974.0,32297400.0
2011-08-08,340052.0,34005200.0
2011-08-09,329508.0,32950800.0
2011-08-10,303298.0,30329800.0
2011-08-11,303285.0,30328500.0
2011-08-12,309987.0,30998700.0
2011-08-13,292247.0,29224700.0
2011-08-14,250007.0,25000700.0
2011-08-15,295263.0,29526300.0
2011-08-16,317507.0,31750700.0
2011-08-17,330470.0,33047000.0
2011-08-18,348702.0,34870200.0
2011-08-19,346881.0,34688100.0
2011-08-20,307200.0,30720000.0
2011-08-21,281152.0,28115200.0
2011-08-22,311526.0,31152600.0
2011-08-23,296822.0,29682200.0
2011-08-24,361918.0,36191800.0
2011-08-25,326803.0,32680300.0
2011-08-26,311079.0,31107900.0
2011-08-27,299632.0,29963200.0
2011-08-28,254149.0,25414900.0
2011-08-29,295185.0,29518500.0
2011-08-30,291739.0,29173900.0
2011-08-31,334367.0,33436700.0
2011-09-01,404926.0,40492600.0
2011-09-02,419958.0,41995800.0
2011-09-03,341040.0,34104000.0
2011-09-04,251219.0,25121900.0
2011-09-05,213884.0,21388400.0
2011-09-06,246886.0,24688600.0
2011-09-07,256730.0,25673000.0
2011-09-08,263377.0,26337700.0
2011-09-09,268306.0,26830600.0
2011-09-10,249367.0,24936700.0
2011-09-11,251300.0,25130000.0
2011-09-12,311637.0,31163700.0
2011-09-13,295608.0,29560800.0
2011-09-14,256504.0,25650400.0
2011-09-15,246438.0,24643800.0
2011-09-16,246179.0,24617900.0
2011-09-17,222391.0,22239100.0
2011-09-18,213710.0,21371000.0
2011-09-19,255240.0,25524000.0
2011-09-20,259252.0,25925200.0
2011-09-21,260298.0,26029800.0
2011-09-22,250315.0,25031500.0
2011-09-23,244859.0,24485900.0
2011-09-24,220392.0,22039200.0
2011-09-25,210781.0,21078100.0
2011-09-26,247639.0,24763900.0
2011-09-27,252132.0,25213200.0
2011-09-28,252486.0,25248600.0
2011-09-29,252921.0,25292100.0
2011-09-30,246952.0,24695200.0
2011-10-01,221989.0,22198900.0
2011-10-02,210802.0,21080200.0
2011-10-03,245658.0,24565800.0
2011-10-04,253315.0,25331500.0
2011-10-05,257897.0,25789700.0
2011-10-06,264534.0,26453400.0
2011-10-07,269070.0,26907000.0
2011-10-08,247788.0,24778800.0
2011-10-09,227741.0,22774100.0
2011-10-10,257444.0,25744400.0
2011-10-11,269019.0,26901900.0
2011-10-12,268115.0,26811500.0
2011-10-13,262767.0,26276700.0
2011-10-14,248293.0,24829300.0
2011-10-15,223279.0,22327900.0
2011-10-16,211822.0,21182200.0
2011-10-17,246861.0,24686100.0
2011-10-18,256232.0,25623200.0
2011-10-19,262227.0,26222700.0
2011-10-20,265025.0,26502500.0
2011-10-21,256773.0,25677300.0
2011-10-22,231441.0,23144100.0
2011-10-23,217146.0,21714600.0
2011-10-24,248360.0,24836000.0
2011-10-25,257017.0,25701700.0
2011-10-26,256171.0,25617100.0
2011-10-27,256625.0,25662500.0
2011-10-28,255524.0,25552400.0
2011-10-29,230690.0,23069000.0
2011-10-30,224115.0,22411500.0
2011-10-31,252535.0,25253500.0
2011-11-01,259032.0,25903200.0
2011-11-02,255689.0,25568900.0
2011-11-03,264114.0,26411400.0
2011-11-04,257635.0,25763500.0
2011-11-05,233128.0,23312800.0
2011-11-06,213494.0,21349400.0
2011-11-07,253406.0,25340600.0
2011-11-08,264133.0,26413300.0
2011-11-09,266240.0,26624000.0
2011-11-10,274189.0,27418900.0
2011-11-11,269169.0,26916900.0
2011-11-12,239392.0,23939200.0
2011-11-13,221241.0,22124100.0
2011-11-14,256049.0,25604900.0
2011-11-15,259336.0,25933600.0
2011-11-16,267026.0,26702600.0
2011-11-17,277709.0,27770900.0
2011-11-18,274764.0,27476400.0
2011-11-19,243681.0,24368100.0
2011-11-20,229156.0,22915600.0
2011-11-21,263549.0,26354900.0
2011-11-22,270782.0,27078200.0
2011-11-23,262722.0,26272200.0
2011-11-24,223483.0,22348300.0
2011-11-25,226471.0,22647100.0
2011-11-26,226966.0,22696600.0
2011-11-27,232626.0,23262600.0
2011-11-28,273120.0,27312000.0
2011-11-29,282616.0,28261600.0
2011-11-30,281925.0,28192500.0
2011-12-01,279443.0,27944300.0
2011-12-02,276835.0,27683500.0
2011-12-03,251510.0,25151000.0
2011-12-04,239006.0,23900600.0
2011-12-05,276942.0,27694200.0
2011-12-06,283740.0,28374000.0
2011-12-07,286449.0,28644900.0
2011-12-08,289215.0,28921500.0
2011-12-09,289845.0,28984500.0
2011-12-10,278834.0,27883400.0
2011-12-11,257528.0,25752800.0
2011-12-12,283044.0,28304400.0
2011-12-13,281441.0,28144100.0
2011-12-14,282294.0,28229400.0
2011-12-15,280236.0,28023600.0
2011-12-16,286695.0,28669500.0
2011-12-17,270817.0,27081700.0
2011-12-18,252962.0,25296200.0
2011-12-19,274198.0,27419800.0
2011-12-20,282756.0,28275600.0
2011-12-21,280996.0,28099600.0
2011-12-22,282903.0,28290300.0
2011-12-23,272792.0,27279200.0
2011-12-24,247154.0,24715400.0
2011-12-25,227882.0,22788200.0
2011-12-26,242379.0,24237900.0
2011-12-27,269994.0,26999400.0
2011-12-28,281205.0,28120500.0
2011-12-29,267937.0,26793700.0
2011-12-30,260491.0,26049100.0
2011-12-31,243257.0,24325700.0
2012-01-01,237456.0,23745600.0
2012-01-02,269228.0,26922800.0
2012-01-03,299708.0,29970800.0
2012-01-04,290869.0,29086900.0
2012-01-05,280656.0,28065600.0
2012-01-06,266330.0,26633000.0
2012-01-07,245699.0,24569900.0
2012-01-08,240921.0,24092100.0
2012-01-09,276483.0,27648300.0
2012-01-10,272201.0,27220100.0
2012-01-11,269402.0,26940200.0
2012-01-12,285762.0,28576200.0
2012-01-13,300123.0,30012300.0
2012-01-14,277115.0,27711500.0
2012-01-15,263260.0,26326000.0
2012-01-16,279439.0,27943900.0
2012-01-17,289315.0,28931500.0
2012-01-18,303730.0,30373000.0
2012-01-19,308829.0,30882900.0
2012-01-20,318022.0,31802200.0
2012-01-21,279644.0,27964400.0
2012-01-22,267533.0,26753300.0
2012-01-23,286761.0,28676100.0
2012-01-24,288995.0,28899500.0
2012-01-25,290801.0,29080100.0
2012-01-26,284935.0,28493500.0
2012-01-27,274410.0,27441000.0
2012-01-28,258447.0,25844700.0
2012-01-29,252659.0,25265900.0
2012-01-30,281890.0,28189000.0
2012-01-31,267317.0,26731700.0
2012-02-01,267273.0,26727300.0
2012-02-02,271948.0,27194800.0
2012-02-03,273371.0,27337100.0
2012-02-04,249473.0,24947300.0
2012-02-05,236593.0,23659300.0
2012-02-06,279490.0,27949000.0
2012-02-07,287515.0,28751500.0
2012-02-08,284713.0,28471300.0
2012-02-09,287463.0,28746300.0
2012-02-10,290474.0,29047400.0
2012-02-11,283459.0,28345900.0
2012-02-12,262875.0,26287500.0
2012-02-13,291475.0,29147500.0
2012-02-14,287358.0,28735800.0
2012-02-15,279188.0,27918800.0
2012-02-16,271693.0,27169300.0
2012-02-17,270786.0,27078600.0
2012-02-18,246851.0,24685100.0
2012-02-19,238529.0,23852900.0
2012-02-20,270020.0,27002000.0
2012-02-21,278070.0,27807000.0
2012-02-22,273051.0,27305100.0
2012-02-23,278226.0,27822600.0
2012-02-24,280626.0,28062600.0
2012-02-25,261263.0,26126300.0
2012-02-26,243959.0,24395900.0
2012-02-27,272045.0,27204500.0
2012-02-28,279596.0,27959600.0
2012-02-29,266949.0,26694900.0
2012-03-01,273953.0,27395300.0
2012-03-02,274406.0,27440600.0
2012-03-03,256904.0,25690400.0
2012-03-04,243341.0,24334100.0
2012-03-05,276392.0,27639200.0
2012-03-06,266585.0,26658500.0
2012-03-07,255252.0,25525200.0
2012-03-08,258212.0,25821200.0
2012-03-09,266887.0,26688700.0
2012-03-10,240564.0,24056400.0
2012-03-11,208263.0,20826300.0
2012-03-12,248143.0,24814300.0
2012-03-13,248450.0,24845000.0
2012-03-14,255160.0,25516000.0
2012-03-15,262951.0,26295100.0
2012-03-16,254791.0,25479100.0
2012-03-17,234264.0,23426400.0
2012-03-18,223809.0,22380900.0
2012-03-19,261996.0,26199600.0
2012-03-20,275057.0,27505700.0
2012-03-21,284146.0,28414600.0
2012-03-22,279095.0,27909500.0
2012-03-23,256972.0,25697200.0
2012-03-24,220485.0,22048500.0
2012-03-25,207908.0,20790800.0
2012-03-26,244302.0,24430200.0
2012-03-27,251130.0,25113000.0
2012-03-28,244849.0,24484900.0
2012-03-29,243471.0,24347100.0
2012-03-30,246479.0,24647900.0
2012-03-31,226570.0,22657000.0
2012-04-01,210544.0,21054400.0
2012-04-02,241182.0,24118200.0
2012-04-03,245080.0,24508000.0
2012-04-04,243980.0,24398000.0
2012-04-05,246579.0,24657900.0
2012-04-06,233409.0,23340900.0
2012-04-07,214664.0,21466400.0
2012-04-08,197989.0,19798900.0
2012-04-09,236770.0,23677000.0
2012-04-10,250488.0,25048800.0
2012-04-11,253272.0,25327200.0
2012-04-12,250760.0,25076000.0
2012-04-13,245792.0,24579200.0
2012-04-14,222177.0,22217700.0
2012-04-15,216020.0,21602000.0
2012-04-16,243549.0,24354900.0
2012-04-17,245299.0,24529900.0
2012-04-18,250624.0,25062400.0
2012-04-19,246462.0,24646200.0
2012-04-20,249855.0,24985500.0
2012-04-21,222730.0,22273000.0
2012-04-22,210588.0,21058800.0
2012-04-23,245092.0,24509200.0
2012-04-24,246657.0,24665700.0
2012-04-25,246948.0,24694800.0
2012-04-26,243911.0,24391100.0
2012-04-27,246867.0,24686700.0
2012-04-28,226337.0,22633700.0
2012-04-29,211197.0,21119700.0
2012-04-30,244605.0,24460500.0
2012-05-01,246353.0,24635300.0
2012-05-02,258682.0,25868200.0
2012-05-03,291696.0,29169600.0
2012-05-04,273027.0,27302700.0
2012-05-05,218706.0,21870600.0
2012-05-06,210241.0,21024100.0
2012-05-07,245009.0,24500900.0
2012-05-08,250356.0,25035600.0
2012-05-09,243948.0,24394800.0
2012-05-10,246986.0,24698600.0
2012-05-11,250823.0,25082300.0
2012-05-12,220560.0,22056000.0
2012-05-13,203124.0,20312400.0
2012-05-14,249443.0,24944300.0
2012-05-15,270952.0,27095200.0
2012-05-16,251305.0,25130500.0
2012-05-17,251377.0,25137700.0
2012-05-18,262011.0,26201100.0
2012-05-19,271031.0,27103100.0
2012-05-20,287366.0,28736600.0
2012-05-21,262046.0,26204600.0
2012-05-22,255112.0,25511200.0
2012-05-23,265237.0,26523700.0
2012-05-24,307533.0,30753300.0
2012-05-25,306477.0,30647700.0
2012-05-26,250587.0,25058700.0
2012-05-27,297605.0,29760500.0
2012-05-28,330784.0,33078400.0
2012-05-29,321702.0,32170200.0
2012-05-30,265081.0,26508100.0
2012-05-31,248092.0,24809200.0
2012-06-01,243030.0,24303000.0
2012-06-02,224430.0,22443000.0
2012-06-03,225675.0,22567500.0
2012-06-04,268127.0,26812700.0
2012-06-05,262145.0,26214500.0
2012-06-06,264783.0,26478300.0
2012-06-07,274310.0,27431000.0
2012-06-08,300518.0,30051800.0
2012-06-09,309068.0,30906800.0
2012-06-10,315370.0,31537000.0
2012-06-11,362915.0,36291500.0
2012-06-12,306822.0,30682200.0
2012-06-13,269599.0,26959900.0
2012-06-14,288500.0,28850000.0
2012-06-15,331703.0,33170300.0
2012-06-16,332298.0,33229800.0
2012-06-17,306140.0,30614000.0
2012-06-18,381936.0,38193600.0
2012-06-19,417666.0,41766600.0
2012-06-20,417460.0,41746000.0
2012-06-21,366484.0,36648400.0
2012-06-22,326089.0,32608900.0
2012-06-23,298967.0,29896700.0
2012-06-24,304645.0,30464500.0
2012-06-25,298840.0,29884000.0
2012-06-26,298340.0,29834000.0
2012-06-27,340311.0,34031100.0
2012-06-28,422896.0,42289600.0
2012-06-29,381527.0,38152700.0
2012-06-30,345255.0,34525500.0
2012-07-01,333760.0,33376000.0
2012-07-02,402398.0,40239800.0
2012-07-03,427706.0,42770600.0
2012-07-04,414322.0,41432200.0
2012-07-05,450464.0,45046400.0
2012-07-06,473597.0,47359700.0
2012-07-07,412406.0,41240600.0
2012-07-08,311997.0,31199700.0
2012-07-09,349616.0,34961600.0
2012-07-10,338492.0,33849200.0
2012-07-11,342421.0,34242100.0
2012-07-12,361763.0,36176300.0
2012-07-13,369476.0,36947600.0
2012-07-14,339215.0,33921500.0
2012-07-15,349701.0,34970100.0
2012-07-16,425099.0,42509900.0
2012-07-17,459461.0,45946100.0
2012-07-18,432668.0,43266800.0
2012-07-19,370678.0,37067800.0
2012-07-20,339431.0,33943100.0
2012-07-21,322793.0,32279300.0
2012-07-22,326036.0,32603600.0
2012-07-23,418715.0,41871500.0
2012-07-24,383868.0,38386800.0
2012-07-25,402919.0,40291900.0
2012-07-26,398580.0,39858000.0
2012-07-27,346887.0,34688700.0
2012-07-28,310477.0,31047700.0
2012-07-29,291705.0,29170500.0
2012-07-30,377822.0,37782200.0
2012-07-31,383755.0,38375500.0
2012-08-01,371160.0,37116000.0
2012-08-02,381035.0,38103500.0
2012-08-03,397719.0,39771900.0
2012-08-04,362835.0,36283500.0
2012-08-05,300876.0,30087600.0
2012-08-06,330884.0,33088400.0
2012-08-07,362267.0,36226700.0
2012-08-08,356991.0,35699100.0
2012-08-09,306289.0,30628900.0
2012-08-10,278981.0,27898100.0
2012-08-11,249929.0,24992900.0
2012-08-12,236616.0,23661600.0
2012-08-13,271279.0,27127900.0
2012-08-14,289721.0,28972100.0
2012-08-15,316913.0,31691300.0
2012-08-16,305506.0,30550600.0
2012-08-17,275128.0,27512800.0
2012-08-18,246861.0,24686100.0
2012-08-19,239614.0,23961400.0
2012-08-20,276825.0,27682500.0
2012-08-21,283545.0,28354500.0
2012-08-22,297639.0,29763900.0
2012-08-23,335560.0,33556000.0
2012-08-24,364897.0,36489700.0
2012-08-25,346417.0,34641700.0
2012-08-26,291504.0,29150400.0
2012-08-27,337582.0,33758200.0
2012-08-28,334697.0,33469700.0
2012-08-29,336050.0,33605000.0
2012-08-30,357743.0,35774300.0
2012-08-31,374651.0,37465100.0
2012-09-01,292410.0,29241000.0
2012-09-02,286928.0,28692800.0
2012-09-03,320673.0,32067300.0
2012-09-04,378329.0,37832900.0
2012-09-05,339944.0,33994400.0
2012-09-06,346995.0,34699500.0
2012-09-07,306352.0,30635200.0
2012-09-08,240990.0,24099000.0
2012-09-09,224453.0,22445300.0
2012-09-10,264461.0,26446100.0
2012-09-11,285164.0,28516400.0
2012-09-12,311448.0,31144800.0
2012-09-13,280653.0,28065300.0
2012-09-14,260904.0,26090400.0
2012-09-15,238919.0,23891900.0
2012-09-16,226299.0,22629900.0
2012-09-17,268172.0,26817200.0
2012-09-18,250916.0,25091600.0
2012-09-19,250311.0,25031100.0
2012-09-20,253834.0,25383400.0
2012-09-21,246005.0,24600500.0
2012-09-22,219544.0,21954400.0
2012-09-23,207549.0,20754900.0
2012-09-24,244628.0,24462800.0
2012-09-25,256229.0,25622900.0
2012-09-26,256980.0,25698000.0
2012-09-27,249474.0,24947400.0
2012-09-28,247252.0,24725200.0
2012-09-29,223502.0,22350200.0
2012-09-30,209807.0,20980700.0
2012-10-01,244300.0,24430000.0
2012-10-02,252363.0,25236300.0
2012-10-03,258240.0,25824000.0
2012-10-04,258434.0,25843400.0
2012-10-05,246155.0,24615500.0
2012-10-06,227133.0,22713300.0
2012-10-07,213954.0,21395400.0
2012-10-08,249193.0,24919300.0
2012-10-09,253019.0,25301900.0
2012-10-10,254111.0,25411100.0
2012-10-11,256401.0,25640100.0
2012-10-12,249015.0,24901500.0
2012-10-13,230773.0,23077300.0
2012-10-14,218123.0,21812300.0
2012-10-15,245137.0,24513700.0
2012-10-16,253669.0,25366900.0
2012-10-17,254829.0,25482900.0
2012-10-18,251306.0,25130600.0
2012-10-19,250825.0,25082500.0
2012-10-20,225369.0,22536900.0
2012-10-21,213515.0,21351500.0
2012-10-22,250520.0,25052000.0
2012-10-23,257372.0,25737200.0
2012-10-24,263975.0,26397500.0
2012-10-25,265421.0,26542100.0
2012-10-26,248836.0,24883600.0
2012-10-27,230349.0,23034900.0
2012-10-28,221472.0,22147200.0
2012-10-29,255233.0,25523300.0
2012-10-30,263822.0,26382200.0
2012-10-31,261640.0,26164000.0
2012-11-01,261186.0,26118600.0
2012-11-02,256894.0,25689400.0
2012-11-03,236605.0,23660500.0
2012-11-04,216692.0,21669200.0
2012-11-05,262993.0,26299300.0
2012-11-06,270797.0,27079700.0
2012-11-07,266857.0,26685700.0
2012-11-08,264043.0,26404300.0
2012-11-09,258999.0,25899900.0
2012-11-10,231521.0,23152100.0
2012-11-11,218644.0,21864400.0
2012-11-12,263400.0,26340000.0
2012-11-13,274277.0,27427700.0
2012-11-14,271901.0,27190100.0
2012-11-15,269838.0,26983800.0
2012-11-16,262765.0,26276500.0
2012-11-17,239250.0,23925000.0
2012-11-18,227478.0,22747800.0
2012-11-19,257305.0,25730500.0
2012-11-20,258749.0,25874900.0
2012-11-21,257683.0,25768300.0
2012-11-22,208729.0,20872900.0
2012-11-23,234811.0,23481100.0
2012-11-24,245565.0,24556500.0
2012-11-25,238952.0,23895200.0
2012-11-26,277827.0,27782700.0
2012-11-27,287320.0,28732000.0
2012-11-28,280375.0,28037500.0
2012-11-29,274035.0,27403500.0
2012-11-30,263378.0,26337800.0
2012-12-01,243398.0,24339800.0
2012-12-02,223368.0,22336800.0
2012-12-03,261226.0,26122600.0
2012-12-04,258855.0,25885500.0
2012-12-05,274313.0,27431300.0
2012-12-06,279321.0,27932100.0
2012-12-07,270776.0,27077600.0
2012-12-08,252677.0,25267700.0
2012-12-09,247434.0,24743400.0
2012-12-10,283687.0,28368700.0
2012-12-11,288663.0,28866300.0
2012-12-12,286237.0,28623700.0
2012-12-13,281355.0,28135500.0
2012-12-14,275164.0,27516400.0
2012-12-15,256946.0,25694600.0
2012-12-16,239534.0,23953400.0
2012-12-17,274931.0,27493100.0
2012-12-18,284681.0,28468100.0
2012-12-19,282755.0,28275500.0
2012-12-20,285580.0,28558000.0
2012-12-21,291995.0,29199500.0
2012-12-22,270319.0,27031900.0
2012-12-23,256475.0,25647500.0
2012-12-24,257142.0,25714200.0
2012-12-25,243665.0,24366500.0
2012-12-26,277426.0,27742600.0
2012-12-27,280508.0,28050800.0
2012-12-28,277047.0,27704700.0
2012-12-29,261886.0,26188600.0
2012-12-30,257970.0,25797000.0
2012-12-31,262625.0,26262500.0
2013-01-01,254325.0,25432500.0
2013-01-02,293024.0,29302400.0
2013-01-03,298284.0,29828400.0
2013-01-04,297474.0,29747400.0
2013-01-05,270802.0,27080200.0
2013-01-06,255196.0,25519600.0
2013-01-07,290148.0,29014800.0
2013-01-08,284851.0,28485100.0
2013-01-09,277831.0,27783100.0
2013-01-10,283053.0,28305300.0
2013-01-11,268467.0,26846700.0
2013-01-12,243864.0,24386400.0
2013-01-13,255349.0,25534900.0
2013-01-14,298622.0,29862200.0
2013-01-15,297887.0,29788700.0
2013-01-16,296079.0,29607900.0
2013-01-17,288596.0,28859600.0
2013-01-18,290470.0,29047000.0
2013-01-19,254287.0,25428700.0
2013-01-20,264303.0,26430300.0
2013-01-21,310091.0,31009100.0
2013-01-22,325680.0,32568000.0
2013-01-23,321098.0,32109800.0
2013-01-24,318512.0,31851200.0
2013-01-25,306561.0,30656100.0
2013-01-26,276200.0,27620000.0
2013-01-27,265639.0,26563900.0
2013-01-28,274489.0,27448900.0
2013-01-29,268736.0,26873600.0
2013-01-30,279206.0,27920600.0
2013-01-31,311167.0,31116700.0
2013-02-01,322046.0,32204600.0
2013-02-02,289514.0,28951400.0
2013-02-03,275813.0,27581300.0
2013-02-04,298750.0,29875000.0
2013-02-05,302124.0,30212400.0
2013-02-06,290166.0,29016600.0
2013-02-07,290907.0,29090700.0
2013-02-08,292541.0,29254100.0
2013-02-09,264745.0,26474500.0
2013-02-10,251381.0,25138100.0
2013-02-11,285545.0,28554500.0
2013-02-12,291718.0,29171800.0
2013-02-13,282301.0,28230100.0
